Биграмма,Частота
"('прицеп', 'прочее')",1
"('прочее', 'специальный')",1
"('смесь', 'самоходный')",1
"('самоходный', 'барабанный')",1
"('просеиватель', 'смеситель')",1
"('смеситель', 'раздатчик')",1
"('корм', 'специальный')",1
"('средство', 'автогудронатор')",1
"('автогудронатор', 'специальный')",1
"('перевозка', 'труп')",1
"('труп', 'автомобиль')",1
"('погрузчик', 'перегружатель')",1
"('перегружатель', 'контейнерный')",1
"('контейнерный', 'ричстакер')",1
"('ричстакер', 'трактор')",1
"('гусеничный', 'бульдозерный')",1
"('колесный', 'ковшовый')",1
"('ковшовый', 'автомобиль')",1
"('гму', 'грузовой')",1
"('грузовой', 'контейнеровоз')",1
"('прицеп', 'автомобильный')",1
"('автомобильный', 'машина')",1
"('дорожный', 'хозяйство')",1
"('хозяйство', 'компрессор')",1
"('компрессор', 'передвижной')",1
"('передвижной', 'плуг')",1
"('плуг', 'полунавесной')",1
"('полунавесной', 'оборотный')",1
"('оборотный', 'колесный')",1
"('автопогрузчик', 'машина')",1
"('машина', 'сваебойный')",1
"('сваебойный', 'специальный')",1
"('специальный', 'пассажирский')",1
"('средство', 'прицепной')",1
"('прицепной', 'растворосмеситель')",1
"('растворосмеситель', 'грузовой')",1
"('грузовой', 'автокран')",1
"('автокран', 'навесной')",1
"('навесной', 'оборотный')",1
"('оборотный', 'плуг')",1
"('плуг', 'каток')",1
"('каток', 'кольчатый')",1
"('кольчатый', 'зубчатый')",1
"('зубчатый', 'автомобиль')",1
"('рефрижератор', 'предназначать')",1
"('предназначать', 'перевозка')",1
"('изделие', 'специализированный')",1
"('комбикорм', 'грузовой')",1
"('цельнометаллический', 'машина')",1
"('каналопромывочный', 'каток')",1
"('дорожный', 'грунтовый')",1
"('грунтовый', 'автобус')",1
"('автобус', 'специальный')",1
"('буровой', 'система')",1
"('система', 'специализированный')",1
"('специализированный', 'катафалк')",1
"('катафалк', 'мусоровоз')",1
"('загрузка', 'мобильный')",1
"('мобильный', 'барабанный')",1
"('просеиватель', 'трактор')",1
"('малогабаритный', 'специальный')",1
"('специальный', 'лесовоз')",1
"('кму', 'автопогрузчик')",1
"('автопогрузчик', 'электрический')",1
"('электрический', 'снегоочиститель')",1
"('шнекороторный', 'самоходный')",1
"('бетоносмесительный', 'установка')",1
"('каналопромывочный', 'автогрейдер')",1
"('автогрейдер', 'колесный')",1
"('колесный', 'комбайн')",1
"('самоходный', 'высокопроизводительный')",1
"('высокопроизводительный', 'прицеп')",1
"('специальный', 'тракторный')",1
"('специальный', 'катафалк')",1
"('катафалк', 'специальный')",1
"('специальный', 'портальный')",1
"('погрузчик', 'установка')",1
"('сваебойный', 'копровый')",1
"('копровый', 'специализированный')",1
"('тяжеловоз', 'машина')",1
"('машина', 'энергетический')",1
"('разбрасыватель', 'песок')",1
"('песок', 'тракторный')",1
"('тракторный', 'компрессор')",1
"('компрессор', 'прицепной')",1
"('прицепной', 'специализированный')",1
"('цистерна', 'автобус')",1
"('автобус', 'общий')",1
"('специальный', 'аварийноремонтный')",1
"('аварийноремонтный', 'мастерская')",1
"('мастерская', 'фургон')",1
"('хлебный', 'передвижной')",1
"('передвижной', 'автомастерская')",1
"('автомастерская', 'ледозаливочный')",1
"('ледозаливочный', 'машина')",1
"('специальный', 'погрузчик')",1
"('малогабаритный', 'автомобиль')",1
"('автомобиль', 'вахта')",1
"('вахта', 'строительный')",1
"('автомобильный', 'тип')",1
"('тип', 'псс')",1
"('псс', 'гусеничный')",1
"('кран', 'комбайн')",1
"('комбайн', 'самоходный')",1
"('самоходный', 'зерноуборочный')",1
"('зерноуборочный', 'прицеп')",1
"('прицеп', 'станция')",1
"('станция', 'компрессорный')",1
"('компрессорный', 'специальный')",1
"('станция', 'установка')",1
"('сортировочная', 'электрический')",1
"('электрический', 'коленчатый')",1
"('специальный', 'специальный')",1
"('автоэвакуатор', 'оснащать')",1
"('специальный', 'автогудронатор')",1
"('автогудронатор', 'трактор')",1
"('сельскохозяйственный', 'прицеп')",1
"('сельскохозяйственный', 'специальный')",1
"('специальный', 'комплекс')",1
"('комплекс', 'кормоуборочный')",1
"('кормоуборочный', 'высокопроизводительный')",1
"('высокопроизводительный', 'агрегат')",1
"('скважина', 'самоходный')",1
"('самоходный', 'тандемный')",1
"('бортовой', 'специализированный')",1
"('специализированный', 'специализированный')",1
"('кму', 'дорожный')",1
"('специальный', 'тентовать')",1
"('тентовать', 'бортовой')",1
"('тентованный', 'платформа')",1
"('специальный', 'рубка')",1
"('рубка', 'древесина')",1
"('древесина', 'экскаватор')",1
"('гусеничный', 'контейнерный')",1
"('контейнерный', 'перегружатель')",1
"('перегружатель', 'ричстакер')",1
"('ричстакер', 'кран')",1
"('кран', 'монтажный')",1
"('монтажный', 'специальный')",1
"('специальный', 'снегоболотоход')",1
"('снегоболотоход', 'многоцелевой')",1
"('многоцелевой', 'экскаватор')",1
"('фронтальный', 'трактор')",1
"('малогабаритный', 'специализированный')",1
"('изотермический', 'электрический')",1
"('электрический', 'погрузчик')",1
"('погрузчик', 'автомобиль')",1
"('специализированный', 'трубоплетевоз')",1
"('трубоплетевоз', 'специализированный')",1
"('роспуск', 'трубоплетевозный')",1
"('трубоплетевозный', 'автомобиль')",1
"('специальный', 'прицепной')",1
"('прицепной', 'измельчитель')",1
"('измельчитель', 'комбинированный')",1
"('комбинированный', 'посевной')",1
"('посевной', 'комплекс')",1
"('оснащать', 'броневой')",1
"('броневой', 'защита')",1
"('защита', 'автомобиль')",1
"('назначение', 'самоходный')",1
"('самоходный', 'косилка')",1
"('косилка', 'косилка')",1
"('косилка', 'двигатель')",1
"('двигатель', 'специализированный')",1
"('автомобиль', 'выездной')",1
"('выездной', 'торговля')",1
"('торговля', 'дизельный')",1
"('погрузчик', 'платформа')",1
"('платформа', 'передний')",1
"('передний', 'высокий')",1
"('высокий', 'борт')",1
"('борт', 'тент')",1
"('тент', 'задний')",1
"('задний', 'распашной')",1
"('распашной', 'ворота')",1
"('погрузчик', 'ковшовый')",1
"('ковшовый', 'валочный')",1
"('пакетировать', 'машина')",1
"('самосвальный', 'ковшовый')",1
"('ковшовый', 'тракторный')",1
"('вещество', 'сваебойный')",1
"('сваебойный', 'машина')",1
"('контейнеровоз', 'прицепной')",1
"('прицепной', 'тракторный')",1
"('машина', 'дизельный')",1
"('насосный', 'станция')",1
"('станция', 'перегружатель')",1
"('перегружатель', 'ленточный')",1
"('ленточный', 'тип')",1
"('тип', 'грунтовый')",1
"('грунтовый', 'каток')",1
"('бурильный', 'геологоразведочный')",1
"('геологоразведочный', 'специальный')",1
"('специальный', 'ямочный')",1
"('ямочный', 'ремонт')",1
"('ремонт', 'асфальтобетонный')",1
"('асфальтобетонный', 'покрытие')",1
"('покрытие', 'анти')",1
"('анти', 'сегрегационный')",1
"('сегрегационный', 'перегружатель')",1
"('перегружатель', 'трактор')",1
"('бульдозерный', 'рыхлительный')",1
"('рыхлительный', 'оборудование')",1
"('оборудование', 'мастерский')",1
"('мастерский', 'специальный')",1
"('нефтепродукт', 'самоходный')",1
"('самоходный', 'плита')",1
"('плита', 'укладка')",1
"('укладка', 'литой')",1
"('асфальт', 'прицепной')",1
"('прицепной', 'растворонасос')",1
"('растворонасос', 'машина')",1
"('внесение', 'твердый')",1
"('твердый', 'органический')",1
"('удобрение', 'бетоноукладчик')",1
"('бетоноукладчик', 'кран')",1
"('прицеп', 'фудтрак')",1
"('фудтрак', 'универсальный')",1
"('универсальный', 'строительный')",1
"('автомобиль', 'эвакуатор')",1
"('эвакуатор', 'самоходный')",1
"('кран', 'колесный')",1
"('колесный', 'пожарный')",1
"('пожарный', 'автоцистерна')",1
"('перевозка', 'транспортный')",1
"('средство', 'контейнеровоз')",1
"('контейнеровоз', 'специальный')",1
"('эвакуатор', 'машина')",1
"('эвакуатор', 'установка')",1
"('установка', 'подъемный')",1
"('подъемный', 'передвижной')",1
"('передвижной', 'автомобиль')",1
"('вахтовый', 'специальный')",1
"('специальный', 'автофургон')",1
"('гидроборт', 'погрузчик')",1
"('телескопический', 'сельскохозяйственный')",1
"('борт', 'дорожный')",1
"('каток', 'мобильный')",1
"('платформа', 'электромобиль')",1
"('электромобиль', 'самоходный')",1
"('грузовой', 'кран')",1
"('кран', 'грузовой')",1
"('бортовой', 'многофункциональный')",1
"('многофункциональный', 'самоходный')",1
"('самоходный', 'платформа')",1
"('перевозка', 'снегоболотоход')",1
"('снегоболотоход', 'вакуумный')",1
"('машина', 'прицепной')",1
"('прицепной', 'подметальный')",1
"('тракторный', 'двухосный')",1
"('двухосный', 'гусеничный')",1
"('гусеничный', 'транспортый')",1
"('транспортый', 'машина')",1
"('каток', 'двухосный')",1
"('двухосный', 'трехвальцовый')",1
"('трехвальцовый', 'агрегат')",1
"('передвижной', 'пункт')",1
"('пункт', 'питание')",1
"('питание', 'специализированный')",1
"('скот', 'агрегат')",1
"('агрегат', 'почвообрабатывающий')",1
"('почвообрабатывающий', 'дисковый')",1
"('дисковый', 'специальный')",1
"('специальный', 'вакуумный')",1
"('вакуумный', 'подметательный')",1
"('подметательный', 'машина')",1
"('машина', 'перевозка')",1
"('питание', 'мобильный')",1
"('мобильный', 'сваебойный')",1
"('установка', 'вибрационный')",1
"('каток', 'автопогрузчик')",1
"('дизельный', 'двигатель')",1
"('двигатель', 'лесовозный')",1
"('лесовозный', 'прицеп')",1
"('прицеп', 'полуприцеп')",1
"('полуприцеп', 'раздвижной')",1
"('раздвижной', 'машина')",1
"('разметочный', 'виброкаток')",1
"('виброкаток', 'двухвальцовый')",1
"('двухвальцовый', 'полуприцеп')",1
"('самосвал', 'манипулятор')",1
"('манипулятор', 'самоходный')",1
"('погрузчик', 'газовый')",1
"('газовый', 'автопогрузчик')",1
"('автопогрузчик', 'дорожный')",1
"('фреза', 'специализированный')",1
"('цистерна', 'трактор')",1
"('гусеничный', 'промышленный')",1
"('роспуск', 'автомобиль')",1
"('пассажирский', 'универсальный')",1
"('лесной', 'хозяйство')",1
"('хозяйство', 'самосвал')",1
"('самосвал', 'рама')",1
"('рама', 'специализированный')",1
"('механизм', 'распашной')",1
"('ворот', 'упаковщик')",1
"('упаковщик', 'рулон')",1
"('рулон', 'мобильный')",1
"('мобильный', 'измельчитель')",1
"('измельчитель', 'экскаватор')",1
"('многоковшовый', 'цепной')",1
"('цепной', 'специальный')",1
"('офис', 'грейдер')",1
"('грейдер', 'полуприцепной')",1
"('полуприцепной', 'машина')",1
"('хозяйство', 'прицеп')",1
"('рефрижератор', 'снегоболотоход')",1
"('малогабаритный', 'трактор')",1
"('поворот', 'машина')",1
"('разметочный', 'специальный')",1
"('машина', 'подметальный')",1
"('подметальный', 'вакуумный')",1
"('погрузчик', 'тракторный')",1
"('тракторный', 'сдвижной')",1
"('сдвижной', 'полуприцеп')",1
"('полуприцеп', 'бетоносмеситель')",1
"('самозагрузка', 'экскаватор')",1
"('животное', 'специальный')",1
"('сортиментовоз', 'косилка')",1
"('косилка', 'самоходный')",1
"('самоходный', 'вакуумный')",1
"('подметальный', 'машина')",1
"('автомобиль', 'крюковой')",1
"('ход', 'автовышка')",1
"('автовышка', 'прицеп')",1
"('грузовой', 'трехосный')",1
"('трехосный', 'специальный')",1
"('станция', 'бетоносмеситель')",1
"('бетоносмеситель', 'самоходный')",1
"('самоходный', 'компактор')",1
"('компактор', 'бетоносмеситель')",1
"('бетоносмеситель', 'функция')",1
"('самозагрузка', 'машина')",1
"('внесение', 'пылевидный')",1
"('пылевидный', 'химмелиорант')",1
"('химмелиорант', 'специальный')",1
"('бункер', 'перевозка')",1
"('перевозка', 'разгрузка')",1
"('разгрузка', 'сухой')",1
"('сухой', 'корм')",1
"('корм', 'прицеп')",1
"('прицеп', 'коммунальный')",1
"('коммунальный', 'комбинированный')",1
"('комбинированный', 'подъемник')",1
"('полноповоротный', 'самоходный')",1
"('специальный', 'пневмонагнетатель')",1
"('пневмонагнетатель', 'специальный')",1
"('специальный', 'работа')",1
"('работа', 'жидкий')",1
"('жидкий', 'химический')",1
"('химический', 'реагент')",1
"('реагент', 'машина')",1
"('лесной', 'специальный')",1
"('фургон', 'оснащать')",1
"('специальный', 'автопогрузчик')",1
"('автопогрузчик', 'прицеп')",1
"('прицеп', 'специализированный')",1
"('специализированный', 'кузов')",1
"('кузов', 'самоходный')",1
"('самоходный', 'коленчатый')",1
"('подъемник', 'пассажирский')",1
"('пассажирский', 'фургон')",1
"('фургон', 'автомобиль')",1
"('автомобиль', 'мастерская')",1
"('мастерская', 'специализированный')",1
"('полуприцеп', 'автомобильный')",1
"('автомобильный', 'лаборатория')",1
"('лаборатория', 'перфораторный')",1
"('перфораторный', 'станция')",1
"('станция', 'подъемник')",1
"('каротажный', 'самоходный')",1
"('самоходный', 'бульдозер')",1
"('бульдозер', 'неповоротный')",1
"('отвал', 'специализированный')",1
"('специализированный', 'ломовоз')",1
"('ломовоз', 'средство')",1
"('средство', 'энергетический')",1
"('энергетический', 'универсальный')",1
"('универсальный', 'электрический')",1
"('электрический', 'штабелер')",1
"('штабелер', 'ричтрак')",1
"('ричтрак', 'снегоболотоход')",1
"('снегоболотоход', 'двухзвенный')",1
"('двухзвенный', 'гусеничный')",1
"('нефтепродукт', 'вибрационный')",1
"('вибрационный', 'источник')",1
"('источник', 'сейсмический')",1
"('сейсмический', 'сигнал')",1
"('сигнал', 'специальный')",1
"('погрузчик', 'кму')",1
"('кму', 'установка')",1
"('буровой', 'мобильный')",1
"('мобильный', 'грохот')",1
"('грохот', 'самосвальный')",1
"('полуприцеп', 'микроавтобус')",1
"('микроавтобус', 'электрический')",1
"('электрический', 'картофелесажалка')",1
"('картофелесажалка', 'бетоносмесительный')",1
"('машина', 'автопогрузчик')",1
"('автопогрузчик', 'фронтальный')",1
"('фронтальный', 'полуприцеп')",1
"('полуприцеп', 'дробильный')",1
"('установка', 'пневмоударный')",1
"('пневмоударный', 'буровой')",1
"('станок', 'специальный')",1
"('подъемник', 'кран')",1
"('стреловой', 'грузовой')",1
"('грузовой', 'полуприцеп')",1
"('назначение', 'мобильный')",1
"('установка', 'каток')",1
"('каток', 'грунтовый')",1
"('грунтовый', 'установка')",1
"('установка', 'регенерация')",1
"('регенерация', 'асфальтобетон')",1
"('асфальтобетон', 'специальный')",1
"('кузов', 'снегоочиститель')",1
"('снегоочиститель', 'фрезерный')",1
"('фрезерный', 'роторный')",1
"('роторный', 'специализированный')",1
"('специализированный', 'цементовоз')",1
"('цементовоз', 'самоходный')",1
"('гусеничный', 'мульчер')",1
"('мульчер', 'полноповоротный')",1
"('перегружатель', 'роторный')",1
"('установка', 'дизельный')",1
"('установка', 'грузовой')",1
"('тентованый', 'распашной')",1
"('ворот', 'специальный')",1
"('экскаватор', 'прицепной')",1
"('прицепной', 'пневмонагнетатель')",1
"('пневмонагнетатель', 'гусеничный')",1
"('вахтовый', 'кран')",1
"('телескопический', 'подъемник')",1
"('подъемник', 'бортовой')",1
"('фургон', 'гидроборт')",1
"('гидроборт', 'специальный')",1
"('прицеп', 'туалет')",1
"('туалет', 'пескоразбрасыватель')",1
"('пескоразбрасыватель', 'полуприцепной')",1
"('полуприцепной', 'тракторный')",1
"('тракторный', 'прицеп')",1
"('тракторный', 'трехосный')",1
"('трехосный', 'двухвальцовый')",1
"('двухвальцовый', 'вибрационный')",1
"('выемка', 'перемещение')",1
"('перемещение', 'грунт')",1
"('грунт', 'каток')",1
"('комбинированный', 'двухосный')",1
"('двухосный', 'специализированный')",1
"('газ', 'специализированный')",1
"('средство', 'машина')",1
"('машина', 'фрезерный')",1
"('фрезерный', 'самосвал')",1
"('самосвал', 'вилочный')",1
"('колесный', 'трелевочный')",1
"('трелевочный', 'трактор')",1
"('перевозка', 'длинномерный')",1
"('длинномерный', 'груз')",1
"('грузовой', 'четырехосный')",1
"('четырехосный', 'копер')",1
"('гусеничный', 'рефрижератор')",1
"('гидроборт', 'снегопогрузчик')",1
"('снегопогрузчик', 'лаповый')",1
"('лаповый', 'специализированный')",1
"('гму', 'специальный')",1
"('перевозка', 'пассажир')",1
"('пассажир', 'груз')",1
"('груз', 'трактор')",1
"('работа', 'автопогрузчик')",1
"('вилочный', 'фронтальный')",1
"('фронтальный', 'каналопромывочный')",1
"('каналопромывочный', 'трактор')",1
"('работа', 'прицеп')",1
"('прицеп', 'вагон')",1
"('мобильный', 'прицеп')",1
"('прицеп', 'шасси')",1
"('шасси', 'прицеп')",1
"('тракторный', 'вагон')",1
"('передвижной', 'бортовой')",1
"('тентованный', 'вагон')",1
"('мобильный', 'контейнерный')",1
"('контейнерный', 'тип')",1
"('тип', 'собственный')",1
"('собственный', 'ходовой')",1
"('ходовой', 'часть')",1
"('часть', 'специализированный')",1
"('лесовозный', 'погрузчик')",1
"('опрыскиватель', 'разбрасыватель')",1
"('разбрасыватель', 'самоходный')",1
"('насосный', 'кислотный')",1
"('скважина', 'бортовой')",1
"('скважина', 'специальный')",1
"('кузов', 'оснащать')",1
"('оснащать', 'устройство')",1
"('устройство', 'погрузка')",1
"('погрузка', 'разгрузка')",1
"('разгрузка', 'гусеничный')",1
"('гусеничный', 'энергетический')",1
"('скважина', 'мобильный')",1
"('мобильный', 'щековый')",1
"('дробилка', 'бурильный')",1
"('установка', 'вилочный')",1
"('погрузчик', 'бетононасос')",1
"('бетононасос', 'стационарный')",1
"('стационарный', 'специальный')",1
"('ребенок', 'подъемник')",1
"('многофункциональный', 'база')",1
"('база', 'снегоход')",1
"('снегоход', 'специальный')",1
"('подметальный', 'рефрижератор')",1
"('рефрижератор', 'гидроподъемный')",1
"('гидроподъемный', 'борт')",1
"('колесный', 'реверсный')",1
"('реверсный', 'трактор')",1
"('специальный', 'универсальный')",1
"('универсальный', 'моторный')",1
"('подогреватель', 'колесный')",1
"('погрузчик', 'самоходный')",1
"('машина', 'стабилизация')",1
"('полотно', 'прицеп')",1
"('тракторный', 'осушитель')",1
"('осушитель', 'специальный')",1
"('смесь', 'лаборатория')",1
"('лаборатория', 'электротехнический')",1
"('электротехнический', 'автомобиль')",1
"('автомобиль', 'лесовоз')",1
"('лесовоз', 'гм')",1
"('гм', 'машина')",1
"('машина', 'поливомоечный')",1
"('поливомоечный', 'полуприцепной')",1
"('полуприцепной', 'автопогрузчик')",1
"('вилочный', 'компрессор')",1
"('компрессор', 'воздушный')",1
"('воздушный', 'колесный')",1
"('колесный', 'шасси')",1
"('шасси', 'телескопический')",1
"('телескопический', 'подъемный')",1
"('подъемный', 'тележка')",1
"('тележка', 'подметальный')",1
"('уборочная', 'машина')",1
"('бункер', 'устройство')",1
"('устройство', 'распределение')",1
"('распределение', 'специальный')",1
"('коммунальный', 'полуприцепной')",1
"('полуприцепной', 'установка')",1
"('полуприцеп', 'лесотранспортный')",1
"('лесотранспортный', 'роторный')",1
"('ход', 'грузоподъемный')",1
"('грузоподъемный', 'оборудование')",1
"('оборудование', 'сваевдавливать')",1
"('копер', 'фронтальный')",1
"('погрузчик', 'сельский')",1
"('сельский', 'хозяйство')",1
"('хозяйство', 'автомобиль')",1
"('автомобиль', 'бетономешалка')",1
"('бетономешалка', 'универсальный')",1
"('универсальный', 'фронтальный')",1
"('фронтальный', 'мини')",1
"('поворот', 'погрузчик')",1
"('автоцистерна', 'технический')",1
"('технический', 'вода')",1
"('вода', 'соляной')",1
"('соляной', 'раствор')",1
"('раствор', 'коммунальный')",1
"('уборка', 'дорога')",1
"('дорога', 'тротуар')",1
"('тротуар', 'специализированный')",1
"('изделие', 'кран')",1
"('ход', 'подъемник')",1
"('передвижной', 'склад')",1
"('склад', 'взрывчатый')",1
"('материал', 'средство')",1
"('средство', 'инициирование')",1
"('инициирование', 'комбайн')",1
"('картофелеуборочный', 'подъемник')",1
"('коленчатый', 'рабочий')",1
"('передвижной', 'дизель')",1
"('генератор', 'экскаватор')",1
"('гидравлический', 'минипогрузчик')",1
"('минипогрузчик', 'боковой')",1
"('боковой', 'поворот')",1
"('самоходный', 'кормосмеситель')",1
"('кормосмеситель', 'мобильный')",1
"('мобильный', 'роторный')",1
"('дробилка', 'автоцистерна')",1
"('автоцистерна', 'транспортировка')",1
"('транспортировка', 'сжиженный')",1
"('газ', 'газонокосильный')",1
"('газонокосильный', 'машина')",1
"('автомобиль', 'бетоносмеситель')",1
"('бетоносмеситель', 'специальный')",1
"('офис', 'специальный')",1
"('автомобиль', 'автодом')",1
"('автодом', 'кран')",1
"('кран', 'гидравлический')",1
"('гидравлический', 'пескоразбрасывать')",1
"('пескоразбрасывать', 'поливомоечный')",1
"('поливомоечный', 'лаборатория')",1
"('ход', 'полноповоротный')",1
"('экскаватор', 'машина')",1
"('самоходный', 'энергетический')",1
"('энергетический', 'ричтрак')",1
"('ричтрак', 'электрический')",1
"('самоходный', 'стреловой')",1
"('стреловой', 'специальный')",1
"('платформа', 'самоходный')",1
"('бурение', 'грузовой')",1
"('грузовой', 'крюковой')",1
"('погрузчик', 'азотный')",1
"('азотный', 'станция')",1
"('станция', 'гусеничный')",1
"('гусеничный', 'стреловой')",1
"('кран', 'полуприцеп')",1
"('тракторный', 'герметичный')",1
"('герметичный', 'карьерный')",1
"('карьерный', 'экскаватор')",1
"('штабелер', 'вилочный')",1
"('самоходный', 'бетононасос')",1
"('бетононасос', 'погрузчик')",1
"('телескопический', 'вилочный')",1
"('вилочный', 'подъемник')",1
"('телескопический', 'рубильный')",1
"('рубильный', 'машина')",1
"('машина', 'лесозаготовительный')",1
"('лесозаготовительный', 'комплекс')",1
"('специальный', 'дорожный')",1
"('машина', 'подъемник')",1
"('многофункциональный', 'специальный')",1
"('специальный', 'сбор')",1
"('сбор', 'нефть')",1
"('нефть', 'газовый')",1
"('конденсат', 'перевозчик')",1
"('перевозчик', 'взрывчатый')",1
"('материал', 'специальный')",1
"('самосвал', 'трактор')",1
"('назначение', 'автобус')",1
"('автобус', 'возможность')",1
"('возможность', 'перевозка')",1
"('инвалид', 'специальный')",1
"('прицеп', 'автодом')",1
"('автодом', 'коленчатый')",1
"('экскаватор', 'фронтальный')",1
"('одноковшовый', 'каток')",1
"('тандемный', 'самоходный')",1
"('самоходный', 'щековый')",1
"('дробилка', 'самоходный')",1
"('самоходный', 'сортировочная')",1
"('установка', 'электрический')",1
"('электрический', 'вилочный')",1
"('погрузчик', 'полумобильный')",1
"('полумобильный', 'вертикальный')",1
"('вертикальный', 'роторный')",1
"('дробилка', 'рефрижератор')",1
"('борт', 'машина')",1
"('коммунальный', 'уборочный')",1
"('уборочный', 'барабанный')",1
"('барабанный', 'грохот')",1
"('грохот', 'снегоболотоход')",1
"('колесный', 'буровой')",1
"('буровой', 'роторный')",1
"('роторный', 'установка')",1
"('специальный', 'разметка')",1
"('разметка', 'дорога')",1
"('дорога', 'прицепной')",1
"('прицепной', 'мини')",1
"('экскаватор', 'специализированный')",1
"('контейнеровоз', 'вибрационный')",1
"('дорожный', 'передвижной')",1
"('передвижной', 'сортировочная')",1
"('установка', 'зернометатель')",1
"('зернометатель', 'кран')",1
"('манипулятор', 'погрузочный')",1
"('погрузочный', 'доставочный')",1
"('доставочный', 'машина')",1
"('гусеничный', 'трактор')",1
"('тягач', 'лебедка')",1
"('лебедка', 'погрузка')",1
"('погрузка', 'груз')",1
"('полуприцеп', 'автопогрузчик')",1
"('самоходный', 'сваебойный')",1
"('средство', 'автоэвакуатор')",1
"('автоэвакуатор', 'подъемник')",1
"('телескопический', 'прицеп')",1
"('тяжеловоз', 'автобетоносмеситель')",1
"('автобетоносмеситель', 'трактор')",1
"('сельскохозяйственный', 'общий')",1
"('полуприцеп', 'тележка')",1
"('тележка', 'перевозка')",1
"('скот', 'экскаватор')",1
"('самоходный', 'бортовый')",1
"('бурение', 'самоходный')",1
"('подъемник', 'стрела')",1
"('стрела', 'пантографный')",1
"('пантографный', 'тип')",1
"('тип', 'самоходный')",1
"('горизонтальный', 'направленный')",1
"('направленный', 'бурение')",1
"('бурение', 'гусеничный')",1
"('вакуумный', 'комбинировать')",1
"('комбинировать', 'специализированный')",1
"('кузов', 'подъемник')",1
"('полноповоротный', 'грузовой')",1
"('борт', 'специализированный')",1
"('изделие', 'подметальный')",1
"('уборочная', 'вакуумный')",1
"('ход', 'установка')",1
"('буровой', 'передвижной')",1
"('передвижной', 'ремонт')",1
"('дорожный', 'асфальтовый')",1
"('асфальтовый', 'специальный')",1
"('загрузка', 'кму')",1
"('погрузчик', 'гидравлический')",1
"('гидравлический', 'экскаватор')",1
"('самоходный', 'роторный')",1
"('измельчитель', 'отходы')",1
"('отходы', 'прицеп')",1
"('прицеп', 'снегоболотоход')",1
"('снегоболотоход', 'вилочный')",1
"('вилочный', 'штабелер')",1
"('штабелер', 'погрузчик')",1
"('гусеничный', 'машина')",1
"('универсальный', 'аэродромный')",1
"('аэродромный', 'перронный')",1
"('перронный', 'автобус')",1
"('автобус', 'самоходный')",1
"('самоходный', 'пассажирский')",1
"('пассажирский', 'трап')",1
"('трап', 'аэродромный')",1
"('аэродромный', 'трап')",1
"('трап', 'самоходный')",1
"('самоходный', 'полуприцеп')",1
"('полуприцеп', 'бункер')",1
"('перегрузчик', 'перевалочный')",1
"('перевалочный', 'машина')",1
"('машина', 'торкерт')",1
"('торкерт', 'установка')",1
"('установка', 'культиватор')",1
"('культиватор', 'глубокорыхлитель')",1
"('глубокорыхлитель', 'полунавесной')",1
"('полунавесной', 'специальный')",1
"('специальный', 'мойщик')",1
"('мойщик', 'контейнер')",1
"('контейнер', 'гусеничный')",1
"('гусеничный', 'финишный')",1
"('финишный', 'з')",1
"('з', 'дековый')",1
"('дековый', 'грохот')",1
"('ход', 'строительный')",1
"('строительный', 'лаборатория')",1
"('лаборатория', 'экскаватор')",1
"('ход', 'буровой')",1
"('буровой', 'крановый')",1
"('крановый', 'установка')",1
"('установка', 'подъемник')",1
"('механизировать', 'мастерский')",1
"('машина', 'трелевочный')",1
"('трелевочный', 'гусеничный')",1
"('полуприцеп', 'низкорамный')",1
"('низкорамный', 'специальный')",1
"('сеть', 'специализированный')",1
"('продукт', 'автопогрузчик')",1
"('дизельный', 'полуприцеп')",1
"('скот', 'автомобиль')",1
"('автомобиль', 'бортовый')",1
"('кму', 'подъемный')",1
"('платформа', 'агрегат')",1
"('поворот', 'передвижной')",1
"('передвижной', 'подъемный')",1
"('медицинский', 'комплекс')",1
"('комплекс', 'специализированный')",1
"('крупногабаритный', 'шина')",1
"('шина', 'буровой')",1
"('буровой', 'фреза')",1
"('фреза', 'колесный')",1
"('трактор', 'экскаватор')",1
"('ход', 'мини')",1
"('мини', 'копровый')",1
"('копровый', 'установка')",1
"('ход', 'бульдозер')",1
"('ход', 'неповоротный')",1
"('отвал', 'бортовой')",1
"('ворота', 'специализированный')",1
"('перевозка', 'водный')",1
"('водный', 'техника')",1
"('техника', 'моторный')",1
"('подогреватель', 'мобильный')",1
"('платформа', 'транспортировщик')",1
"('транспортировщик', 'паллет')",1
"('паллет', 'ножничный')",1
"('подъемник', 'автобус')",1
"('автобус', 'перронный')",1
"('перронный', 'бензиновый')",1
"('бензиновый', 'погрузчик')",1
"('кран', 'решетчатый')",1
"('решетчатый', 'стрела')",1
"('дорожный', 'фронтальный')",1
"('самоходный', 'погрузчик')",1
"('бурильный', 'специальный')",1
"('передвижной', 'комплекс')",1
"('комплекс', 'обеспечение')",1
"('обеспечение', 'безопасность')",1
"('безопасность', 'дорожный')",1
"('дорожный', 'движение')",1
"('движение', 'колесный')",1
"('хозяйство', 'полуприцеп')",1
"('тракторный', 'коммунальный')",1
"('коммунальный', 'дробильный')",1
"('установка', 'роторный')",1
"('роторный', 'кран')",1
"('самоходный', 'короткобазовый')",1
"('короткобазовый', 'шасси')",1
"('шасси', 'фронтальный')",1
"('фронтальный', 'малогабаритный')",1
"('малогабаритный', 'погрузчик')",1
