Триграмма,Частота
"('дорожный', 'машина', 'бортовой')",1
"('машина', 'бортовой', 'платформа')",1
"('бортовой', 'платформа', 'кму')",1
"('платформа', 'кму', 'ресайклер')",1
"('кму', 'ресайклер', 'кран')",1
"('ресайклер', 'кран', 'стреловой')",1
"('кран', 'стреловой', 'короткобазовый')",1
"('стреловой', 'короткобазовый', 'перегружатель')",1
"('короткобазовый', 'перегружатель', 'вилочный')",1
"('перегружатель', 'вилочный', 'дизельный')",1
"('вилочный', 'дизельный', 'автопогрузчик')",1
"('дизельный', 'автопогрузчик', 'агрегат')",1
"('автопогрузчик', 'агрегат', 'сбор')",1
"('агрегат', 'сбор', 'газовый')",1
"('сбор', 'газовый', 'конденсат')",1
"('газовый', 'конденсат', 'нефть')",1
"('конденсат', 'нефть', 'телескопический')",1
"('нефть', 'телескопический', 'погрузчик')",1
"('телескопический', 'погрузчик', 'передвижной')",1
"('погрузчик', 'передвижной', 'осветительный')",1
"('передвижной', 'осветительный', 'мачта')",1
"('осветительный', 'мачта', 'дизельный')",1
"('мачта', 'дизельный', 'автопогрузчик')",1
"('дизельный', 'автопогрузчик', 'специальный')",1
"('автопогрузчик', 'специальный', 'комбинированный')",1
"('специальный', 'комбинированный', 'дорожный')",1
"('дорожный', 'машина', 'распределитель')",1
"('машина', 'распределитель', 'вязать')",1
"('распределитель', 'вязать', 'материал')",1
"('вязать', 'материал', 'машина')",1
"('материал', 'машина', 'коммунальный')",1
"('машина', 'коммунальный', 'специализированный')",1
"('коммунальный', 'специализированный', 'автомобиль')",1
"('специализированный', 'автомобиль', 'самосвал')",1
"('автомобиль', 'самосвал', 'погрузчик')",1
"('самосвал', 'погрузчик', 'землевоз')",1
"('погрузчик', 'землевоз', 'рама')",1
"('землевоз', 'рама', 'тягач')",1
"('рама', 'тягач', 'специальный')",1
"('тягач', 'специальный', 'каток')",1
"('специальный', 'каток', 'траншейный')",1
"('каток', 'траншейный', 'самоходный')",1
"('траншейный', 'самоходный', 'прицеп')",1
"('самоходный', 'прицеп', 'самосвальный')",1
"('прицеп', 'самосвальный', 'трехосный')",1
"('самосвальный', 'трехосный', 'кран')",1
"('трехосный', 'кран', 'самоходный')",1
"('кран', 'самоходный', 'дробилка')",1
"('самоходный', 'дробилка', 'щековый')",1
"('дробилка', 'щековый', 'специализированный')",1
"('щековый', 'специализированный', 'перевозка')",1
"('зерно', 'комбикорм', 'автомобиль')",1
"('комбикорм', 'автомобиль', 'тягач')",1
"('тягач', 'лесовозный', 'специализированный')",1
"('лесовозный', 'специализированный', 'седельный')",1
"('специализированный', 'седельный', 'тягач')",1
"('седельный', 'тягач', 'буксировка')",1
"('тягач', 'буксировка', 'полуприцеп')",1
"('буксировка', 'полуприцеп', 'перевозка')",1
"('полуприцеп', 'перевозка', 'опасный')",1
"('опасный', 'груз', 'электропогрузчик')",1
"('груз', 'электропогрузчик', 'вилочный')",1
"('электропогрузчик', 'вилочный', 'фургон')",1
"('вилочный', 'фургон', 'промтоварный')",1
"('фургон', 'промтоварный', 'специальный')",1
"('промтоварный', 'специальный', 'автомобиль')",1
"('специальный', 'автомобиль', 'вахтовый')",1
"('автомобиль', 'вахтовый', 'трактор')",1
"('вахтовый', 'трактор', 'гусеничный')",1
"('трактор', 'гусеничный', 'сельскохозяйственный')",1
"('гусеничный', 'сельскохозяйственный', 'автомобиль')",1
"('рефрижератор', 'грузоподъемный', 'гидроборт')",1
"('грузоподъемный', 'гидроборт', 'самоходный')",1
"('гидроборт', 'самоходный', 'смеситель')",1
"('самоходный', 'смеситель', 'кормораздатчик')",1
"('смеситель', 'кормораздатчик', 'специальный')",1
"('кормораздатчик', 'специальный', 'агрегат')",1
"('агрегат', 'цементировочный', 'бульдозер')",1
"('цементировочный', 'бульдозер', 'колесный')",1
"('бульдозер', 'колесный', 'универсальный')",1
"('колесный', 'универсальный', 'погрузчик')",1
"('универсальный', 'погрузчик', 'фронтальный')",1
"('погрузчик', 'фронтальный', 'колесный')",1
"('фронтальный', 'колесный', 'специальный')",1
"('колесный', 'специальный', 'сортиментовоз')",1
"('специальный', 'сортиментовоз', 'кму')",1
"('сортиментовоз', 'кму', 'погрузчик')",1
"('фронтальный', 'телескопический', 'стрела')",1
"('телескопический', 'стрела', 'снегоболотоход')",1
"('стрела', 'снегоболотоход', 'гусеничный')",1
"('снегоболотоход', 'гусеничный', 'прицеп')",1
"('гусеничный', 'прицеп', 'зерновоз')",1
"('прицеп', 'зерновоз', 'грузовой')",1
"('зерновоз', 'грузовой', 'изотермический')",1
"('грузовой', 'изотермический', 'специальный')",1
"('изотермический', 'специальный', 'асмп')",1
"('специальный', 'асмп', 'прицеп')",1
"('асмп', 'прицеп', 'роспуск')",1
"('роспуск', 'лесовозный', 'специальный')",1
"('лесовозный', 'специальный', 'рефрижератор')",1
"('специальный', 'рефрижератор', 'машина')",1
"('рефрижератор', 'машина', 'строительство')",1
"('строительство', 'содержание', 'ремонт')",1
"('содержание', 'ремонт', 'лесовозный')",1
"('ремонт', 'лесовозный', 'дорога')",1
"('лесовозный', 'дорога', 'снегоуплотнительный')",1
"('дорога', 'снегоуплотнительный', 'машина')",1
"('снегоуплотнительный', 'машина', 'снегоболотоход')",1
"('машина', 'снегоболотоход', 'колесный')",1
"('снегоболотоход', 'колесный', 'автомобиль')",1
"('автомобиль', 'самосвал', 'кран')",1
"('самосвал', 'кран', 'манипулятор')",1
"('манипулятор', 'специальный', 'автобус')",1
"('специальный', 'автобус', 'специализированный')",1
"('автобус', 'специализированный', 'автомобиль')",1
"('автомобиль', 'сортиментовоз', 'специальный')",1
"('сортиментовоз', 'специальный', 'автомобиль')",1
"('автомобиль', 'грузовой', 'дорожный')",1
"('грузовой', 'дорожный', 'мастер')",1
"('дорожный', 'мастер', 'разметочный')",1
"('мастер', 'разметочный', 'машина')",1
"('разметочный', 'машина', 'самоходный')",1
"('машина', 'самоходный', 'фрезерование')",1
"('самоходный', 'фрезерование', 'почва')",1
"('фрезерование', 'почва', 'экскаватор')",1
"('почва', 'экскаватор', 'планировщик')",1
"('экскаватор', 'планировщик', 'пмс')",1
"('планировщик', 'пмс', 'трактор')",1
"('пмс', 'трактор', 'колесный')",1
"('трактор', 'колесный', 'грузопассажирский')",1
"('колесный', 'грузопассажирский', 'кран')",1
"('грузопассажирский', 'кран', 'мобильный')",1
"('кран', 'мобильный', 'установка')",1
"('мобильный', 'установка', 'разведочный')",1
"('разведочный', 'бурение', 'каток')",1
"('бурение', 'каток', 'специальный')",1
"('каток', 'специальный', 'передвижной')",1
"('специальный', 'передвижной', 'буровой')",1
"('передвижной', 'буровой', 'установка')",1
"('буровой', 'установка', 'мастерский')",1
"('установка', 'мастерский', 'передвижной')",1
"('мастерский', 'передвижной', 'подъемник')",1
"('передвижной', 'подъемник', 'мачтовый')",1
"('подъемник', 'мачтовый', 'телескопический')",1
"('мачтовый', 'телескопический', 'специальный')",1
"('телескопический', 'специальный', 'автомобиль')",1
"('специальный', 'автомобиль', 'медицинский')",1
"('медицинский', 'служба', 'тягач')",1
"('служба', 'тягач', 'трелевочный')",1
"('тягач', 'трелевочный', 'полуприцеп')",1
"('трелевочный', 'полуприцеп', 'специальный')",1
"('полуприцеп', 'специальный', 'снегоочиститель')",1
"('специальный', 'снегоочиститель', 'шнекороторный')",1
"('снегоочиститель', 'шнекороторный', 'транспортный')",1
"('шнекороторный', 'транспортный', 'гусеничный')",1
"('транспортный', 'гусеничный', 'вездеход')",1
"('гусеничный', 'вездеход', 'машина')",1
"('вездеход', 'машина', 'льдозаливочный')",1
"('машина', 'льдозаливочный', 'электрический')",1
"('льдозаливочный', 'электрический', 'ричтрак')",1
"('электрический', 'ричтрак', 'грузовой')",1
"('ричтрак', 'грузовой', 'бортовый')",1
"('грузовой', 'бортовый', 'платформа')",1
"('бортовый', 'платформа', 'бетононасос')",1
"('платформа', 'бетононасос', 'автомобильный')",1
"('бетононасос', 'автомобильный', 'кран')",1
"('автомобильный', 'кран', 'стреловой')",1
"('кран', 'стреловой', 'сельскохозяйственный')",1
"('стреловой', 'сельскохозяйственный', 'опрыскиватель')",1
"('сельскохозяйственный', 'опрыскиватель', 'специальный')",1
"('опрыскиватель', 'специальный', 'мастерская')",1
"('специальный', 'мастерская', 'специальный')",1
"('мастерская', 'специальный', 'подъемник')",1
"('подъемник', 'автомобильный', 'гусеничный')",1
"('автомобильный', 'гусеничный', 'трелевочный')",1
"('трелевочный', 'специальный', 'автотопливозаправщик')",1
"('специальный', 'автотопливозаправщик', 'кормоуборочный')",1
"('автотопливозаправщик', 'кормоуборочный', 'комбайн')",1
"('кормоуборочный', 'комбайн', 'специализированный')",1
"('комбайн', 'специализированный', 'прицеп')",1
"('специализированный', 'прицеп', 'самосвал')",1
"('прицеп', 'самосвал', 'специальный')",1
"('самосвал', 'специальный', 'машина')",1
"('машина', 'комбинировать', 'уборочная')",1
"('комбинировать', 'уборочная', 'поломоечный')",1
"('уборочная', 'поломоечный', 'машина')",1
"('поломоечный', 'машина', 'специальный')",1
"('машина', 'специальный', 'установка')",1
"('специальный', 'установка', 'промысловый')",1
"('паровой', 'передвижной', 'автопогрузчик')",1
"('передвижной', 'автопогрузчик', 'специальный')",1
"('автопогрузчик', 'специальный', 'оснащать')",1
"('рабочий', 'платформа', 'зерноуборочный')",1
"('платформа', 'зерноуборочный', 'комбайн')",1
"('зерноуборочный', 'комбайн', 'трактор')",1
"('комбайн', 'трактор', 'гусеничный')",1
"('трактор', 'гусеничный', 'установка')",1
"('гусеничный', 'установка', 'сортировочная')",1
"('установка', 'сортировочная', 'передвижной')",1
"('сортировочная', 'передвижной', 'грохот')",1
"('передвижной', 'грохот', 'специальный')",1
"('грохот', 'специальный', 'машина')",1
"('специальный', 'машина', 'бурильный')",1
"('шнековый', 'самоходный', 'лесной')",1
"('самоходный', 'лесной', 'машина')",1
"('лесной', 'машина', 'автомобиль')",1
"('машина', 'автомобиль', 'кран')",1
"('манипулятор', 'погрузчик', 'колесный')",1
"('колесный', 'ход', 'навесный')",1
"('ход', 'навесный', 'экскаваторный')",1
"('навесный', 'экскаваторный', 'установка')",1
"('экскаваторный', 'установка', 'специализированный')",1
"('установка', 'специализированный', 'перевозка')",1
"('специализированный', 'перевозка', 'колесногусеничный')",1
"('перевозка', 'колесногусеничный', 'техника')",1
"('колесногусеничный', 'техника', 'трактор')",1
"('техника', 'трактор', 'промышленный')",1
"('трактор', 'промышленный', 'гусеничный')",1
"('промышленный', 'гусеничный', 'ход')",1
"('гусеничный', 'ход', 'снегоочиститель')",1
"('ход', 'снегоочиститель', 'роторный')",1
"('снегоочиститель', 'роторный', 'штабелер')",1
"('роторный', 'штабелер', 'автомобиль')",1
"('штабелер', 'автомобиль', 'сортиментовоз')",1
"('автомобиль', 'сортиментовоз', 'гидроманипулятор')",1
"('сортиментовоз', 'гидроманипулятор', 'полноповоротный')",1
"('гидроманипулятор', 'полноповоротный', 'гидравлический')",1
"('полноповоротный', 'гидравлический', 'мини')",1
"('гидравлический', 'мини', 'экскаватор')",1
"('мини', 'экскаватор', 'грузовой')",1
"('экскаватор', 'грузовой', 'автобетононасос')",1
"('грузовой', 'автобетононасос', 'самоходный')",1
"('автобетононасос', 'самоходный', 'опрыскиватель')",1
"('самоходный', 'опрыскиватель', 'фургон')",1
"('опрыскиватель', 'фургон', 'хлебобулочный')",1
"('фургон', 'хлебобулочный', 'изделие')",1
"('хлебобулочный', 'изделие', 'специальный')",1
"('изделие', 'специальный', 'автомобиль')",1
"('специальный', 'автомобиль', 'ломовоз')",1
"('кму', 'прицеп', 'перевозка')",1
"('прицеп', 'перевозка', 'груз')",1
"('перевозка', 'груз', 'карьерный')",1
"('груз', 'карьерный', 'самосвал')",1
"('карьерный', 'самосвал', 'специализированный')",1
"('самосвал', 'специализированный', 'прицеп')",1
"('специализированный', 'прицеп', 'сортиментовоз')",1
"('прицеп', 'сортиментовоз', 'машина')",1
"('сортиментовоз', 'машина', 'погрузочный')",1
"('машина', 'погрузочный', 'транспортный')",1
"('погрузочный', 'транспортный', 'специальный')",1
"('транспортный', 'специальный', 'крюковой')",1
"('крюковой', 'погрузчик', 'специальный')",1
"('погрузчик', 'специальный', 'автобетоносмеситель')",1
"('специальный', 'автобетоносмеситель', 'специальный')",1
"('автобетоносмеситель', 'специальный', 'ломовоз')",1
"('специальный', 'ломовоз', 'кму')",1
"('кму', 'прицеп', 'прочее')",1
"('прицеп', 'прочее', 'специальный')",1
"('прочее', 'специальный', 'установка')",1
"('гидратация', 'смесь', 'самоходный')",1
"('смесь', 'самоходный', 'барабанный')",1
"('самоходный', 'барабанный', 'просеиватель')",1
"('барабанный', 'просеиватель', 'смеситель')",1
"('просеиватель', 'смеситель', 'раздатчик')",1
"('смеситель', 'раздатчик', 'корм')",1
"('раздатчик', 'корм', 'специальный')",1
"('корм', 'специальный', 'транспортный')",1
"('транспортный', 'средство', 'автогудронатор')",1
"('средство', 'автогудронатор', 'специальный')",1
"('автогудронатор', 'специальный', 'машина')",1
"('машина', 'вакуумный', 'специальный')",1
"('специальный', 'автомобиль', 'перевозка')",1
"('автомобиль', 'перевозка', 'труп')",1
"('перевозка', 'труп', 'автомобиль')",1
"('труп', 'автомобиль', 'металловоз')",1
"('металловоз', 'кму', 'погрузчик')",1
"('кму', 'погрузчик', 'перегружатель')",1
"('погрузчик', 'перегружатель', 'контейнерный')",1
"('перегружатель', 'контейнерный', 'ричстакер')",1
"('контейнерный', 'ричстакер', 'трактор')",1
"('ричстакер', 'трактор', 'гусеничный')",1
"('трактор', 'гусеничный', 'бульдозерный')",1
"('гусеничный', 'бульдозерный', 'оборудование')",1
"('оборудование', 'погрузчик', 'колесный')",1
"('погрузчик', 'колесный', 'ковшовый')",1
"('колесный', 'ковшовый', 'автомобиль')",1
"('ковшовый', 'автомобиль', 'сортиментовоз')",1
"('автомобиль', 'сортиментовоз', 'гму')",1
"('сортиментовоз', 'гму', 'грузовой')",1
"('гму', 'грузовой', 'контейнеровоз')",1
"('грузовой', 'контейнеровоз', 'прицеп')",1
"('контейнеровоз', 'прицеп', 'автомобильный')",1
"('прицеп', 'автомобильный', 'машина')",1
"('автомобильный', 'машина', 'коммунальный')",1
"('машина', 'коммунальный', 'дорожный')",1
"('коммунальный', 'дорожный', 'хозяйство')",1
"('дорожный', 'хозяйство', 'компрессор')",1
"('хозяйство', 'компрессор', 'передвижной')",1
"('компрессор', 'передвижной', 'плуг')",1
"('передвижной', 'плуг', 'полунавесной')",1
"('плуг', 'полунавесной', 'оборотный')",1
"('полунавесной', 'оборотный', 'колесный')",1
"('оборотный', 'колесный', 'вилочный')",1
"('колесный', 'вилочный', 'автопогрузчик')",1
"('вилочный', 'автопогрузчик', 'машина')",1
"('автопогрузчик', 'машина', 'сваебойный')",1
"('машина', 'сваебойный', 'специальный')",1
"('сваебойный', 'специальный', 'пассажирский')",1
"('специальный', 'пассажирский', 'транспортный')",1
"('транспортный', 'средство', 'прицепной')",1
"('средство', 'прицепной', 'растворосмеситель')",1
"('прицепной', 'растворосмеситель', 'грузовой')",1
"('растворосмеситель', 'грузовой', 'автокран')",1
"('грузовой', 'автокран', 'навесной')",1
"('автокран', 'навесной', 'оборотный')",1
"('навесной', 'оборотный', 'плуг')",1
"('оборотный', 'плуг', 'каток')",1
"('плуг', 'каток', 'кольчатый')",1
"('каток', 'кольчатый', 'зубчатый')",1
"('кольчатый', 'зубчатый', 'автомобиль')",1
"('зубчатый', 'автомобиль', 'фургон')",1
"('фургон', 'специализированный', 'рефрижератор')",1
"('специализированный', 'рефрижератор', 'предназначать')",1
"('рефрижератор', 'предназначать', 'перевозка')",1
"('предназначать', 'перевозка', 'хлебобулочный')",1
"('хлебобулочный', 'изделие', 'специализированный')",1
"('изделие', 'специализированный', 'перевозка')",1
"('зерно', 'комбикорм', 'грузовой')",1
"('комбикорм', 'грузовой', 'фургон')",1
"('грузовой', 'фургон', 'цельнометаллический')",1
"('фургон', 'цельнометаллический', 'машина')",1
"('цельнометаллический', 'машина', 'каналопромывочный')",1
"('машина', 'каналопромывочный', 'каток')",1
"('каналопромывочный', 'каток', 'дорожный')",1
"('каток', 'дорожный', 'грунтовый')",1
"('дорожный', 'грунтовый', 'автобус')",1
"('грунтовый', 'автобус', 'специальный')",1
"('автобус', 'специальный', 'мобильный')",1
"('специальный', 'мобильный', 'буровой')",1
"('мобильный', 'буровой', 'система')",1
"('буровой', 'система', 'специализированный')",1
"('система', 'специализированный', 'катафалк')",1
"('специализированный', 'катафалк', 'мусоровоз')",1
"('катафалк', 'мусоровоз', 'задний')",1
"('задний', 'загрузка', 'мобильный')",1
"('загрузка', 'мобильный', 'барабанный')",1
"('мобильный', 'барабанный', 'просеиватель')",1
"('барабанный', 'просеиватель', 'трактор')",1
"('просеиватель', 'трактор', 'малогабаритный')",1
"('трактор', 'малогабаритный', 'специальный')",1
"('малогабаритный', 'специальный', 'лесовоз')",1
"('специальный', 'лесовоз', 'кму')",1
"('лесовоз', 'кму', 'автопогрузчик')",1
"('кму', 'автопогрузчик', 'электрический')",1
"('автопогрузчик', 'электрический', 'снегоочиститель')",1
"('электрический', 'снегоочиститель', 'шнекороторный')",1
"('снегоочиститель', 'шнекороторный', 'самоходный')",1
"('шнекороторный', 'самоходный', 'бетоносмесительный')",1
"('самоходный', 'бетоносмесительный', 'установка')",1
"('бетоносмесительный', 'установка', 'специальный')",1
"('установка', 'специальный', 'машина')",1
"('специальный', 'машина', 'каналопромывочный')",1
"('машина', 'каналопромывочный', 'автогрейдер')",1
"('каналопромывочный', 'автогрейдер', 'колесный')",1
"('автогрейдер', 'колесный', 'комбайн')",1
"('колесный', 'комбайн', 'кормоуборочный')",1
"('кормоуборочный', 'самоходный', 'высокопроизводительный')",1
"('самоходный', 'высокопроизводительный', 'прицеп')",1
"('высокопроизводительный', 'прицеп', 'специальный')",1
"('прицеп', 'специальный', 'тракторный')",1
"('специальный', 'тракторный', 'специальный')",1
"('тракторный', 'специальный', 'катафалк')",1
"('специальный', 'катафалк', 'специальный')",1
"('катафалк', 'специальный', 'портальный')",1
"('специальный', 'портальный', 'погрузчик')",1
"('портальный', 'погрузчик', 'установка')",1
"('погрузчик', 'установка', 'сваебойный')",1
"('установка', 'сваебойный', 'копровый')",1
"('сваебойный', 'копровый', 'специализированный')",1
"('копровый', 'специализированный', 'прицеп')",1
"('специализированный', 'прицеп', 'тяжеловоз')",1
"('прицеп', 'тяжеловоз', 'машина')",1
"('тяжеловоз', 'машина', 'энергетический')",1
"('машина', 'энергетический', 'самоходный')",1
"('энергетический', 'самоходный', 'разбрасыватель')",1
"('самоходный', 'разбрасыватель', 'песок')",1
"('разбрасыватель', 'песок', 'тракторный')",1
"('песок', 'тракторный', 'компрессор')",1
"('тракторный', 'компрессор', 'прицепной')",1
"('компрессор', 'прицепной', 'специализированный')",1
"('прицепной', 'специализированный', 'цистерна')",1
"('специализированный', 'цистерна', 'автобус')",1
"('цистерна', 'автобус', 'общий')",1
"('автобус', 'общий', 'назначение')",1
"('назначение', 'специальный', 'аварийноремонтный')",1
"('специальный', 'аварийноремонтный', 'мастерская')",1
"('аварийноремонтный', 'мастерская', 'фургон')",1
"('мастерская', 'фургон', 'хлебный')",1
"('фургон', 'хлебный', 'передвижной')",1
"('хлебный', 'передвижной', 'автомастерская')",1
"('передвижной', 'автомастерская', 'ледозаливочный')",1
"('автомастерская', 'ледозаливочный', 'машина')",1
"('ледозаливочный', 'машина', 'автомобиль')",1
"('машина', 'автомобиль', 'фургон')",1
"('фургон', 'специальный', 'погрузчик')",1
"('специальный', 'погрузчик', 'малогабаритный')",1
"('погрузчик', 'малогабаритный', 'автомобиль')",1
"('малогабаритный', 'автомобиль', 'вахта')",1
"('автомобиль', 'вахта', 'строительный')",1
"('вахта', 'строительный', 'фронтальный')",1
"('одноковшовый', 'колесный', 'погрузчик')",1
"('погрузчик', 'специальный', 'подъемник')",1
"('подъемник', 'автомобильный', 'тип')",1
"('автомобильный', 'тип', 'псс')",1
"('тип', 'псс', 'гусеничный')",1
"('псс', 'гусеничный', 'кран')",1
"('гусеничный', 'кран', 'комбайн')",1
"('кран', 'комбайн', 'самоходный')",1
"('комбайн', 'самоходный', 'зерноуборочный')",1
"('самоходный', 'зерноуборочный', 'прицеп')",1
"('зерноуборочный', 'прицеп', 'станция')",1
"('прицеп', 'станция', 'компрессорный')",1
"('станция', 'компрессорный', 'специальный')",1
"('компрессорный', 'специальный', 'передвижной')",1
"('компрессорный', 'станция', 'установка')",1
"('станция', 'установка', 'мобильный')",1
"('установка', 'мобильный', 'сортировочная')",1
"('мобильный', 'сортировочная', 'электрический')",1
"('сортировочная', 'электрический', 'коленчатый')",1
"('электрический', 'коленчатый', 'подъемник')",1
"('коленчатый', 'подъемник', 'автомобиль')",1
"('подъемник', 'автомобиль', 'сортиментовоз')",1
"('автомобиль', 'сортиментовоз', 'гм')",1
"('сортиментовоз', 'гм', 'автомобиль')",1
"('гм', 'автомобиль', 'сортиментовоз')",1
"('автомобиль', 'сортиментовоз', 'автомобиль')",1
"('сортиментовоз', 'автомобиль', 'фургон')",1
"('фургон', 'специальный', 'специальный')",1
"('специальный', 'специальный', 'автоэвакуатор')",1
"('специальный', 'автоэвакуатор', 'оснащать')",1
"('автоэвакуатор', 'оснащать', 'кран')",1
"('манипулятор', 'специальный', 'автогудронатор')",1
"('специальный', 'автогудронатор', 'трактор')",1
"('автогудронатор', 'трактор', 'сельскохозяйственный')",1
"('трактор', 'сельскохозяйственный', 'прицеп')",1
"('сельскохозяйственный', 'прицеп', 'тракторный')",1
"('тракторный', 'сельскохозяйственный', 'специальный')",1
"('сельскохозяйственный', 'специальный', 'комплекс')",1
"('специальный', 'комплекс', 'кормоуборочный')",1
"('комплекс', 'кормоуборочный', 'высокопроизводительный')",1
"('кормоуборочный', 'высокопроизводительный', 'агрегат')",1
"('высокопроизводительный', 'агрегат', 'подъемный')",1
"('бурение', 'скважина', 'самоходный')",1
"('скважина', 'самоходный', 'каток')",1
"('самоходный', 'каток', 'дорожный')",1
"('дорожный', 'самоходный', 'тандемный')",1
"('самоходный', 'тандемный', 'вибрационный')",1
"('тандемный', 'вибрационный', 'автомобиль')",1
"('автомобиль', 'бортовой', 'специализированный')",1
"('бортовой', 'специализированный', 'специализированный')",1
"('специализированный', 'специализированный', 'лесовоз')",1
"('специализированный', 'лесовоз', 'кму')",1
"('лесовоз', 'кму', 'дорожный')",1
"('кму', 'дорожный', 'разметочный')",1
"('дорожный', 'разметочный', 'машина')",1
"('разметочный', 'машина', 'прицеп')",1
"('машина', 'прицеп', 'специальный')",1
"('прицеп', 'специальный', 'тентовать')",1
"('специальный', 'тентовать', 'бортовой')",1
"('тентовать', 'бортовой', 'тентованный')",1
"('бортовой', 'тентованный', 'платформа')",1
"('тентованный', 'платформа', 'специализированный')",1
"('платформа', 'специализированный', 'полуприцеп')",1
"('специализированный', 'полуприцеп', 'изотермический')",1
"('полуприцеп', 'изотермический', 'специальный')",1
"('изотермический', 'специальный', 'рубка')",1
"('специальный', 'рубка', 'древесина')",1
"('рубка', 'древесина', 'экскаватор')",1
"('древесина', 'экскаватор', 'одноковшовый')",1
"('одноковшовый', 'гусеничный', 'контейнерный')",1
"('гусеничный', 'контейнерный', 'перегружатель')",1
"('контейнерный', 'перегружатель', 'ричстакер')",1
"('перегружатель', 'ричстакер', 'кран')",1
"('ричстакер', 'кран', 'монтажный')",1
"('кран', 'монтажный', 'специальный')",1
"('монтажный', 'специальный', 'снегоболотоход')",1
"('специальный', 'снегоболотоход', 'многоцелевой')",1
"('снегоболотоход', 'многоцелевой', 'экскаватор')",1
"('многоцелевой', 'экскаватор', 'погрузчик')",1
"('экскаватор', 'погрузчик', 'фронтальный')",1
"('погрузчик', 'фронтальный', 'трактор')",1
"('фронтальный', 'трактор', 'колесный')",1
"('трактор', 'колесный', 'малогабаритный')",1
"('колесный', 'малогабаритный', 'специализированный')",1
"('малогабаритный', 'специализированный', 'прицеп')",1
"('специализированный', 'прицеп', 'контейнеровоз')",1
"('контейнеровоз', 'прицеп', 'фургон')",1
"('прицеп', 'фургон', 'изотермический')",1
"('фургон', 'изотермический', 'электрический')",1
"('изотермический', 'электрический', 'погрузчик')",1
"('электрический', 'погрузчик', 'автомобиль')",1
"('погрузчик', 'автомобиль', 'фургон')",1
"('автомобиль', 'фургон', 'общий')",1
"('назначение', 'специализированный', 'трубоплетевоз')",1
"('специализированный', 'трубоплетевоз', 'специализированный')",1
"('трубоплетевоз', 'специализированный', 'прицеп')",1
"('прицеп', 'роспуск', 'трубоплетевозный')",1
"('роспуск', 'трубоплетевозный', 'автомобиль')",1
"('трубоплетевозный', 'автомобиль', 'самосвал')",1
"('автомобиль', 'самосвал', 'специальный')",1
"('самосвал', 'специальный', 'кму')",1
"('специальный', 'кму', 'специальный')",1
"('кму', 'специальный', 'прицепной')",1
"('специальный', 'прицепной', 'измельчитель')",1
"('прицепной', 'измельчитель', 'комбинированный')",1
"('измельчитель', 'комбинированный', 'посевной')",1
"('комбинированный', 'посевной', 'комплекс')",1
"('посевной', 'комплекс', 'специальный')",1
"('комплекс', 'специальный', 'оснащать')",1
"('специальный', 'оснащать', 'броневой')",1
"('оснащать', 'броневой', 'защита')",1
"('броневой', 'защита', 'автомобиль')",1
"('защита', 'автомобиль', 'фургон')",1
"('специализированный', 'прицеп', 'фургон')",1
"('прицеп', 'фургон', 'общий')",1
"('общий', 'назначение', 'самоходный')",1
"('назначение', 'самоходный', 'косилка')",1
"('самоходный', 'косилка', 'косилка')",1
"('косилка', 'косилка', 'двигатель')",1
"('косилка', 'двигатель', 'специализированный')",1
"('двигатель', 'специализированный', 'перевозка')",1
"('автомобиль', 'автомобиль', 'выездной')",1
"('автомобиль', 'выездной', 'торговля')",1
"('выездной', 'торговля', 'дизельный')",1
"('торговля', 'дизельный', 'погрузчик')",1
"('дизельный', 'погрузчик', 'платформа')",1
"('погрузчик', 'платформа', 'передний')",1
"('платформа', 'передний', 'высокий')",1
"('передний', 'высокий', 'борт')",1
"('высокий', 'борт', 'тент')",1
"('борт', 'тент', 'задний')",1
"('тент', 'задний', 'распашной')",1
"('задний', 'распашной', 'ворота')",1
"('распашной', 'ворота', 'погрузчик')",1
"('ворота', 'погрузчик', 'ковшовый')",1
"('погрузчик', 'ковшовый', 'валочный')",1
"('ковшовый', 'валочный', 'пакетировать')",1
"('валочный', 'пакетировать', 'машина')",1
"('пакетировать', 'машина', 'полуприцеп')",1
"('машина', 'полуприцеп', 'самосвальный')",1
"('полуприцеп', 'самосвальный', 'ковшовый')",1
"('самосвальный', 'ковшовый', 'тракторный')",1
"('ковшовый', 'тракторный', 'специальный')",1
"('тракторный', 'специальный', 'мастерский')",1
"('передвижной', 'кму', 'специализированный')",1
"('специализированный', 'автомобиль', 'перевозка')",1
"('автомобиль', 'перевозка', 'временный')",1
"('взрывчатый', 'вещество', 'сваебойный')",1
"('вещество', 'сваебойный', 'машина')",1
"('сваебойный', 'машина', 'специализированный')",1
"('машина', 'специализированный', 'контейнеровоз')",1
"('специализированный', 'контейнеровоз', 'прицепной')",1
"('контейнеровоз', 'прицепной', 'тракторный')",1
"('прицепной', 'тракторный', 'подметальный')",1
"('тракторный', 'подметальный', 'уборочный')",1
"('уборочный', 'машина', 'дизельный')",1
"('машина', 'дизельный', 'насосный')",1
"('дизельный', 'насосный', 'станция')",1
"('насосный', 'станция', 'перегружатель')",1
"('станция', 'перегружатель', 'ленточный')",1
"('перегружатель', 'ленточный', 'тип')",1
"('ленточный', 'тип', 'грунтовый')",1
"('тип', 'грунтовый', 'каток')",1
"('грунтовый', 'каток', 'машина')",1
"('каток', 'машина', 'бурильный')",1
"('машина', 'бурильный', 'геологоразведочный')",1
